
512,53000
2,49000
514,52000
4,49000
516,51000
6,50000
518,51000
8,50000
520,51000
10,50000
522,52000
12,49000
524,53000
14,52000
526,53000
16,51000
528,51000
18,51000
530,52000
20,51000
532,52000
22,50000
534,53000
24,50000
536,53000
26,52000
538,53000
28,51000
540,53000
30,52000
542,53000
32,50000
544,52000
34,47000
546,52000
36,46000
548,52000
38,48000
550,52000
40,45000
552,52000
42,46000
554,52000
44,45000
556,52000
46,47000
558,52000
48,47000
560,52000
50,45000
562,51000
52,46000
564,52000
54,51000
566,54000
56,51000
568,53000
58,50000
570,53000
60,50000
572,52000
62,50000
574,52000
64,50000
576,52000
66,50000
578,53000
68,49000
580,52000
70,50000
582,53000
72,48000
584,53000
74,51000
586,51000
76,52000
588,52000
78,52000
590,52000
80,51000
592,52000
82,52000
594,52000
84,52000
596,52000
86,51000
598,52000
88,52000
90,52000
92,52000
94,52000
96,51000
98,51000
100,52000
102,51000
104,52000
106,51000
108,50000
110,51000
112,51000
114,52000
116,51000
118,51000
120,51000
122,52000
124,52000
126,52000
128,52000
130,53000
132,53000
134,53000
136,53000
138,53000
140,52000
142,52000
144,52000
146,52000
148,53000
150,53000
152,51000
154,51000
156,50000
158,51000
160,51000
162,51000
164,52000
166,51000
168,52000
170,51000
172,51000
174,52000
176,52000
178,52000
180,53000
182,51000
184,52000
186,52000
188,50000
190,51000
192,51000
194,53000
196,52000
198,53000
200,52000
202,52000
204,51000
206,51000
208,51000
210,51000
212,52000
214,51000
216,50000
218,50000
220,51000
222,50000
224,50000
226,50000
228,51000
230,50000
232,51000
234,51000
236,51000
238,51000
240,52000
242,51000
244,50000
246,51000
248,50000
250,51000
252,51000
254,51000
256,49000
258,52000
260,52000
262,51000
264,50000
266,51000
268,52000
270,52000
272,50000
274,50000
276,50000
278,50000
280,49000
282,49000
284,50000
286,52000
288,52000
290,50000
292,51000
294,51000
296,53000
298,53000
300,53000
302,52000
304,51000
306,51000
308,51000
310,51000
312,52000
314,51000
316,51000
318,51000
320,50000
322,52000
324,51000
326,51000
328,52000
330,52000
332,51000
334,50000
336,49000
338,49000
340,49000
342,49000
344,51000
346,51000
348,51000
350,51000
352,51000
354,48000
356,50000
358,50000
360,49000
362,49000
364,51000
366,51000
368,50000
370,51000
372,51000
374,49000
376,49000
378,50000
380,52000
382,51000
384,51000
386,51000
388,51000
390,51000
392,50000
394,50000
396,50000
398,51000
400,51000
402,51000
404,51000
406,51000
408,51000
410,51000
412,51000
414,51000
416,51000
418,52000
420,53000
422,54000
424,53000
426,51000
428,51000
430,51000
432,51000
434,51000
436,52000
438,53000
440,51000
442,51000
444,52000
446,51000
448,52000
450,52000
452,52000
454,52000
456,51000
458,52000
460,53000
462,52000
464,51000
466,50000
468,51000
470,51000
472,51000
474,52000
476,52000
478,52000
480,53000
482,51000
484,52000
486,51000
488,51000
490,52000
492,51000
494,52000
496,53000
498,52000
500,52000
502,52000
504,52000
506,52000
508,51000
510,53000
