
512,54000
2,53000
514,55000
4,54000
516,55000
6,55000
518,55000
8,55000
520,56000
10,56000
522,55000
12,59000
524,53000
14,58000
526,53000
16,52000
528,54000
18,53000
530,56000
20,55000
532,57000
22,57000
534,57000
24,58000
536,56000
26,57000
538,56000
28,56000
540,57000
30,57000
542,55000
32,59000
544,54000
34,59000
546,55000
36,55000
548,54000
38,57000
550,57000
40,58000
552,56000
42,58000
554,56000
44,60000
556,55000
46,55000
558,55000
48,57000
560,55000
50,57000
562,56000
52,58000
564,57000
54,60000
566,57000
56,56000
568,55000
58,57000
570,55000
60,55000
572,54000
62,54000
574,55000
64,56000
576,55000
66,56000
578,57000
68,54000
580,57000
70,55000
582,55000
72,56000
584,54000
74,57000
586,55000
76,56000
588,55000
78,55000
590,57000
80,55000
592,56000
82,58000
594,56000
84,58000
596,55000
86,57000
598,57000
88,58000
90,57000
92,58000
94,58000
96,57000
98,58000
100,59000
102,59000
104,59000
106,57000
108,57000
110,58000
112,58000
114,60000
116,60000
118,59000
120,60000
122,58000
124,61000
126,59000
128,60000
130,58000
132,61000
134,59000
136,58000
138,57000
140,59000
142,59000
144,59000
146,58000
148,57000
150,58000
152,56000
154,58000
156,58000
158,58000
160,58000
162,58000
164,58000
166,58000
168,59000
170,58000
172,60000
174,61000
176,59000
178,57000
180,55000
182,54000
184,57000
186,56000
188,56000
190,56000
192,56000
194,55000
196,55000
198,56000
200,56000
202,58000
204,57000
206,57000
208,58000
210,56000
212,60000
214,60000
216,59000
218,58000
220,58000
222,57000
224,61000
226,58000
228,59000
230,59000
232,60000
234,60000
236,58000
238,59000
240,58000
242,59000
244,60000
246,60000
248,59000
250,61000
252,62000
254,60000
256,57000
258,58000
260,58000
262,58000
264,59000
266,60000
268,56000
270,57000
272,59000
274,59000
276,60000
278,59000
280,58000
282,59000
284,58000
286,57000
288,57000
290,59000
292,59000
294,60000
296,58000
298,58000
300,57000
302,57000
304,59000
306,60000
308,56000
310,57000
312,57000
314,57000
316,55000
318,56000
320,56000
322,58000
324,58000
326,58000
328,59000
330,58000
332,58000
334,57000
336,57000
338,58000
340,59000
342,58000
344,58000
346,58000
348,57000
350,57000
352,59000
354,61000
356,60000
358,58000
360,60000
362,58000
364,60000
366,59000
368,55000
370,58000
372,58000
374,59000
376,58000
378,57000
380,59000
382,59000
384,58000
386,59000
388,59000
390,59000
392,57000
394,55000
396,56000
398,57000
400,58000
402,59000
404,57000
406,58000
408,59000
410,57000
412,59000
414,58000
416,61000
418,59000
420,57000
422,56000
424,56000
426,57000
428,55000
430,56000
432,56000
434,54000
436,55000
438,57000
440,57000
442,55000
444,54000
446,55000
448,55000
450,56000
452,55000
454,56000
456,57000
458,57000
460,57000
462,55000
464,56000
466,56000
468,56000
470,57000
472,57000
474,56000
476,56000
478,57000
480,57000
482,56000
484,57000
486,58000
488,55000
490,58000
492,59000
494,59000
496,57000
498,53000
500,53000
502,54000
504,53000
506,53000
508,56000
510,55000
