
512,21000
2,20000
514,22000
4,19000
516,20000
6,20000
518,20000
8,20000
520,19000
10,19000
522,21000
12,19000
524,20000
14,21000
526,22000
16,19000
528,21000
18,20000
530,20000
20,19000
532,19000
22,19000
534,20000
24,19000
536,21000
26,19000
538,20000
28,20000
540,20000
30,19000
542,20000
32,19000
544,20000
34,20000
546,22000
36,20000
548,21000
38,18000
550,21000
40,19000
552,22000
42,20000
554,22000
44,19000
556,21000
46,19000
558,20000
48,20000
560,21000
50,20000
562,20000
52,20000
564,21000
54,19000
566,21000
56,18000
568,20000
58,19000
570,20000
60,20000
572,21000
62,20000
574,21000
64,20000
576,21000
66,20000
578,21000
68,20000
580,21000
70,19000
582,20000
72,19000
584,18000
74,19000
586,19000
76,19000
588,20000
78,20000
590,20000
80,19000
592,19000
82,20000
594,20000
84,18000
596,20000
86,18000
598,20000
88,19000
90,19000
92,19000
94,20000
96,20000
98,20000
100,20000
102,14000
104,18000
106,18000
108,16000
110,19000
112,20000
114,20000
116,19000
118,20000
120,19000
122,19000
124,19000
126,20000
128,20000
130,20000
132,20000
134,22000
136,21000
138,21000
140,20000
142,19000
144,20000
146,20000
148,20000
150,20000
152,20000
154,19000
156,19000
158,20000
160,19000
162,20000
164,19000
166,19000
168,20000
170,20000
172,20000
174,20000
176,20000
178,20000
180,20000
182,20000
184,20000
186,20000
188,20000
190,20000
192,20000
194,20000
196,19000
198,20000
200,20000
202,20000
204,20000
206,21000
208,21000
210,20000
212,20000
214,20000
216,20000
218,20000
220,19000
222,19000
224,19000
226,20000
228,19000
230,20000
232,19000
234,20000
236,21000
238,20000
240,20000
242,21000
244,21000
246,20000
248,20000
250,20000
252,20000
254,20000
256,21000
258,21000
260,20000
262,20000
264,20000
266,21000
268,21000
270,20000
272,17000
274,20000
276,21000
278,21000
280,20000
282,19000
284,18000
286,19000
288,20000
290,21000
292,20000
294,21000
296,20000
298,20000
300,20000
302,21000
304,20000
306,21000
308,20000
310,21000
312,21000
314,21000
316,21000
318,21000
320,21000
322,20000
324,20000
326,20000
328,21000
330,21000
332,20000
334,21000
336,21000
338,21000
340,20000
342,20000
344,20000
346,20000
348,21000
350,20000
352,20000
354,20000
356,21000
358,21000
360,21000
362,21000
364,20000
366,20000
368,21000
370,21000
372,21000
374,20000
376,22000
378,22000
380,21000
382,21000
384,21000
386,21000
388,21000
390,22000
392,21000
394,21000
396,21000
398,21000
400,21000
402,21000
404,21000
406,20000
408,21000
410,20000
412,20000
414,21000
416,18000
418,19000
420,21000
422,20000
424,21000
426,20000
428,20000
430,20000
432,20000
434,21000
436,19000
438,20000
440,20000
442,20000
444,20000
446,20000
448,20000
450,20000
452,21000
454,21000
456,20000
458,20000
460,21000
462,20000
464,21000
466,20000
468,20000
470,20000
472,20000
474,21000
476,20000
478,20000
480,21000
482,20000
484,20000
486,20000
488,20000
490,20000
492,19000
494,20000
496,20000
498,20000
500,22000
502,21000
504,20000
506,21000
508,20000
510,21000
